,datetime_event_began,NERC_region,area_affected,event_type,demand_loss_(MW),number_of_customers_affected,datetime_of_restoration,datetime_of_restoration_cleaned,datetime_event_began_cleaned
439,2008-02-06 09:00:00,SERC,Mid to West Tennessee,Severe Weather,,57000,11:00 AMFebruary 062008,2008-02-06 11:00:00,2008-02-06 09:00:00
440,2008-02-09 11:59:00,WECC,"Near Arnold, California",Electrical System Separation,0,0,3:33 PMFebruary 092008,2008-02-09 15:33:00,2008-02-09 11:59:00
441,2008-02-10 04:00:00,RFC,"Southwestern Pennsylvania, West Virginia, Virginia, Maryland",Severe Weather,412,100969,8:43 PMFebruary 122008,2008-02-12 20:43:00,2008-02-10 04:00:00
442,2008-02-10 11:00:00,RFC,"Virginia, West Virginia, Ohio, Pennsylvania",High Winds,,212560,11:36 PMFebruary 102008,2008-02-10 23:36:00,2008-02-10 11:00:00
443,2008-02-10 11:00:00,RFC,Virginia and West Virginia Area of AEP,High Winds,,97342,5:05 PMFebruary 142008,2008-02-14 17:05:00,2008-02-10 11:00:00
444,2008-02-10 14:06:00,SERC,Dominion Service Territory,High Winds,170,114618,11:36 PMFebruary 102008,2008-02-10 23:36:00,2008-02-10 14:06:00
445,2008-02-10 18:02:00,SERC,"Greenboro, North Carolina and I-40 Corridor",High Winds,300,50718,4:00 AMFebruary 112008,2008-02-11 04:00:00,2008-02-10 18:02:00
446,2008-02-12 15:00:00,SERC,"Arkansas, Mississippi, Louisiana",Severe Weather,,54000,5:00 PMFebruary 152008,2008-02-15 17:00:00,2008-02-12 15:00:00
447,2008-02-13 18:43:00,NPCC,State of Maine,Ice Storm,50,50462,12:00 PMFebruary 142008,2008-02-14 12:00:00,2008-02-13 18:43:00
448,2008-02-14 08:15:00,WECC,Utah,Load Shedding,2818,74031,10:46 AMFebruary 142008,2008-02-14 10:46:00,2008-02-14 08:15:00
449,2008-02-15 15:06:00,WECC,"Antioch, California",Electrical System Separation,10,10008,7:36 PMFebruary 152008,2008-02-15 19:36:00,2008-02-15 15:06:00
450,2008-02-25 08:00:00,RFC,Restricted Coal Capability,Fuel Supply Deficiency,,0,8:00 AMMarch 122008,2008-03-12 08:00:00,2008-02-25 08:00:00
451,2008-02-26 05:00:00,SERC,Southern Service Area/Alabama and Georgia,Thunderstorms,484,145380,3:00 PMFebruary 262008,2008-02-26 15:00:00,2008-02-26 05:00:00
452,2008-02-26 13:09:00,FRCC,Various Cities in Florida,Under Frequency/Load Shedding,140,47661,2:10 PMFebruary 262008,2008-02-26 14:10:00,2008-02-26 13:09:00
453,2008-02-26 13:09:00,FRCC,Tampa Electric Service Territory,Under Frequency/Load Shedding,318,53965,2:40 PMFebruary 262008,2008-02-26 14:40:00,2008-02-26 13:09:00
454,2008-02-26 13:09:00,FRCC,Primary Dade County Florida,Transmission Equipment Failure,3200,584384,4:11 PMFebruary 262008,2008-02-26 16:11:00,2008-02-26 13:09:00
455,2008-02-26 13:09:00,FRCC,FRCC Region-West Coast Florida,Shed Firm Load,120,56000,1:47 PMFebruary 262008,2008-02-26 13:47:00,2008-02-26 13:09:00
456,2008-02-26 13:10:00,FRCC,"The entire PEF system was affected, including the following counties: Alachua, Bay, Citrus, Columbia, Dixie, Franklin, Gilchrist, Gulf, Hamilton, Hardee, Hernando, Highlands, Jefferson, Lafayette, Lake, Levy, Madison, Marion, Orange, Osecola, Pasco, Pinellas, Polk, Seminole, Sumter, Suwannee, Taylor, Volusia, Wakulla.",Under Frequency/Load Shedding,500,150000,3:45 PMFebruary 262008,2008-02-26 15:45:00,2008-02-26 13:10:00
457,2008-03-04 21:30:00,SERC,North and South Carolina,Thunderstorms,300,55267,10:45 PMMarch 042008,2008-03-04 22:45:00,2008-03-04 21:30:00
458,2008-03-08 14:14:00,SERC,Virginia and Eastern Part of North Carolina,Windstorm,210,141130,9:59 PMMarch 082008,2008-03-08 21:59:00,2008-03-08 14:14:00
459,2008-03-08 16:00:00,RFC,"Chester, Montgomery, Delaware, Philadelphia and Bucks County, Pennsylvania",Severe Weather,,168449,1:44 PMMarch 102008,2008-03-10 13:44:00,2008-03-08 16:00:00
460,2008-03-15 20:55:00,SERC,Parts of Alabama and Georgia,Major Storm,200,157744,8:30 PMMarch 162008,2008-03-16 20:30:00,2008-03-15 20:55:00
461,2008-04-04 12:31:00,SERC,"Arkansas, North Louisiana, Mississippi",Severe Thunderstorms,,122600,5:00 PMApril 042008,2008-04-04 17:00:00,2008-04-04 12:31:00
462,2008-04-09 16:00:00,TRE,"North, Central and East Texas",Severe Weather,,488689,1:15 AMApril 132008,2008-04-13 01:15:00,2008-04-09 16:00:00
463,2008-05-08 10:21:00,WECC,California,Load Shedding,483,0,12:56 AMMay 082008,2008-05-08 00:56:00,2008-05-08 10:21:00
464,2008-05-11 06:00:00,SERC,Georgia,Severe Thunderstorms,100,80539,2:30 PMMay 122008,2008-05-12 14:30:00,2008-05-11 06:00:00
465,2008-05-11 16:50:00,RFC,"City of Crawfordsville, Indiana",Electric System Separation,47,9700,8:43 PMMay 112008,2008-05-11 20:43:00,2008-05-11 16:50:00
466,2008-05-12 00:01:00,RFC,"Cape May, Cumberland, Gloucester, Salem, Camden, Atlantic, Burliington  Counties, New Jersey",Severe Storm,55,135000,12:00 AMMay 142008,2008-05-14 00:00:00,2008-05-12 00:01:00
467,2008-05-27 14:02:00,NPCC,South West Connecticut,Lightning Storm,130,56400,3:52 PMMay 272008,2008-05-27 15:52:00,2008-05-27 14:02:00
468,2008-05-30 09:30:00,RFC,Northern and Western Counties of Illinois,Severe Storms,,109000,11:00 PMMay 302008,2008-05-30 23:00:00,2008-05-30 09:30:00
469,2008-05-30 14:05:00,SERC,South Louisiana,"Load Shedding, Inadequate Electric Resources to Serve Load",200,0,8:00 PMMay 302008,2008-05-30 20:00:00,2008-05-30 14:05:00
470,2008-05-30 22:00:00,RFC,"Northeastern Marion County, Indiana",Severe Thunderstorms,,70000,11:59 PMJune 042008,2008-06-04 23:59:00,2008-05-30 22:00:00
471,2008-06-03 17:00:00,RFC,"Maryland, West Virginia, Virginia",Severe Weather,634,157168,11:00 PMJune 072008,2008-06-07 23:00:00,2008-06-03 17:00:00
472,2008-06-04 15:00:00,RFC,"Montgomery, Prince Georges,  Maryland, Washington, D.C.",Lightning Storm,,249408,1:00 AMJune 052008,2008-06-05 01:00:00,2008-06-04 15:00:00
473,2008-06-04 15:00:00,RFC,Entire BGE Service Territory,Severe Storms,,108000,5:30 AMJune 072008,2008-06-07 05:30:00,2008-06-04 15:00:00
474,2008-06-04 15:04:00,SERC,Northern Virginia,Thunderstorms,850,253800,9:30 PMJune 052008,2008-06-05 21:30:00,2008-06-04 15:04:00
475,2008-06-04 15:14:00,PR,Island of Puerto Rico,Load Shedding/Voltage Reduction,90,100948,,,2008-06-04 15:14:00
476,2008-06-06 15:18:00,RFC,Lower 2/3 of Michigan's Lower Peninsula,Lightning Storm,100,358000,8:00 AMJune 122008,2008-06-12 08:00:00,2008-06-06 15:18:00
477,2008-06-08 09:30:00,RFC,The Entire ComEd Territory,Severe Weather,,125000,7:00 AMJune 092008,2008-06-09 07:00:00,2008-06-08 09:30:00
478,2008-06-08 18:00:00,RFC,Southwestern Michigan (DECO Service Territory),Severe Storm,500,150000,11:30 PMJune 162008,2008-06-16 23:30:00,2008-06-08 18:00:00
479,2008-06-09 14:00:00,SERC,Entergy System,Indequate Electric Resources to Serve Load,300,19,7:00 PMJune 092008,2008-06-09 19:00:00,2008-06-09 14:00:00
480,2008-06-09 14:52:00,RFC,"Area Around West Orange Switching Station, New Jersey",Fire/Breaker Failure,215,75654,8:25 PMJune 092008,2008-06-09 20:25:00,2008-06-09 14:52:00
481,2008-06-10 11:00:00,NPCC,Upstate New York,Severe Storm,400,68000,5:30 PMJune 132008,2008-06-13 17:30:00,2008-06-10 11:00:00
482,2008-06-10 14:00:00,SERC,Entergy System,Inadequate Electric Resources to Serve Load,300,19,6:00 PMJune 102008,2008-06-10 18:00:00,2008-06-10 14:00:00
483,2008-06-10 18:00:00,RFC,"Bergen, Essex and Hudson Counties, New Jersey",Severe Storms,,248800,11:30 AMJune 142008,2008-06-14 11:30:00,2008-06-10 18:00:00
484,2008-06-10 19:00:00,RFC,"Chester, Montgomery, Delaware, Philadelphia and Bucks County, Pennsylvania",Severe Thunderstorms,,198000,3:59 PMJune 142008,2008-06-14 15:59:00,2008-06-10 19:00:00
485,2008-06-10 23:00:00,NPCC,All Six New England States,Storm,50,60000,9:00 AMJune 112008,2008-06-11 09:00:00,2008-06-10 23:00:00
486,2008-06-11 13:15:00,NPCC,New York State,Uncontrolled Loss,200,61000,2:05 PMJune 112008,2008-06-11 14:05:00,2008-06-11 13:15:00
487,2008-06-12 15:30:00,RFC,East Central Iowa,Flooding and Uncontrolled Loss,200,21000,4:00 PMJune 182008,2008-06-18 16:00:00,2008-06-12 15:30:00
488,2008-06-15 08:00:00,RFC,The Entire ComEd Territory,Severe Weather,,165000,8:00 PMJune 152008,2008-06-15 20:00:00,2008-06-15 08:00:00
489,2008-06-15 19:06:00,RFC,"City of Crawfordsville, Indiana",Electrical System Separation,57,9700,8:42 PMJune 152008,2008-06-15 20:42:00,2008-06-15 19:06:00
490,2008-06-16 16:15:00,SERC,Northern Virginia,Thunderstorms,800,115000,11:19 PMJune 162008,2008-06-16 23:19:00,2008-06-16 16:15:00
491,2008-06-17 09:01:00,TRE,"North, Central and East Texas",Severe Thunderstorms,,234393,8:30 PMJune 192008,2008-06-19 20:30:00,2008-06-17 09:01:00
492,2008-06-17 20:35:00,SPP,Southwestern Public Service Company Operating in the Panhandle of Texas and New Mexico,Electrical System Separation/Severe Thunderstorms,560,18000,1:55 AMJune 182008,2008-06-18 01:55:00,2008-06-17 20:35:00
493,2008-06-17 20:40:00,TRE,"Texas Panhandle and Texas South Plains Regions, and Oklahoma Panhandle",Thunderstorms/Uncontrolled Loss of Load,276,37330,11:00 PMJune 172008,2008-06-17 23:00:00,2008-06-17 20:40:00
494,2008-06-21 15:09:00,WECC,"Near Rogers Flat, California",Electrical System Separation/Severe Lightning Storms,3,477,6:53 PMJune 212008,2008-06-21 18:53:00,2008-06-21 15:09:00
495,2008-06-22 16:55:00,RFC,Northwest Indiana,Lightning Stirke/Uncontrolled Loss of Load,650,0,5:05 PMJune 222008,2008-06-22 17:05:00,2008-06-22 16:55:00
496,2008-06-23 13:44:00,RFC,Northcentral Indiana,Fire/Breaker Failure,425,0,1:45 PMJune 232008,2008-06-23 13:45:00,2008-06-23 13:44:00
497,2008-06-23 16:52:00,FRCC,"Pinellas County, Florida",Transmission Equipment Failure/Load Shedding,113,32593,11:28 PMJune 232008,2008-06-23 23:28:00,2008-06-23 16:52:00
498,2008-06-26 17:00:00,RFC,Southeastern Michigan (DTE Service Territory),Thunderstorms,,53000,9:30 PMJune 262008,2008-06-26 21:30:00,2008-06-26 17:00:00
499,2008-06-27 16:30:00,MRO,"Omaha, Nebraska (Metro Area)",Severe Wind Storm,650,126000,5:30 PMJune 272008,2008-06-27 17:30:00,2008-06-27 16:30:00
500,2008-07-01 07:31:00,WECC,"San Francisco Bay Area, California",Unit Tripped,160,0,12:00 PMJuly 012008,2008-07-01 12:00:00,2008-07-01 07:31:00
501,2008-07-02 15:00:00,RFC,Lower 2/3 of Michigan's Lower Peninsula,Severe Weather,125,239663,12:00 PMJuly 062008,2008-07-06 12:00:00,2008-07-02 15:00:00
502,2008-07-02 16:00:00,WECC,Restricted Hydroelectric Capability,Fuel Supply Deficiency,0,0,Ongoing2008,,2008-07-02 16:00:00
503,2008-07-02 19:16:00,WECC,"Santa Barbara County, California, near Goleta",Wild Land Fire,208,200000,11:28 PMJuly 022008,2008-07-02 23:28:00,2008-07-02 19:16:00
504,2008-07-02 19:36:00,WECC,Goleta and Santa Barbara Areas of Southern California,Brush Fire/Lines Loss/Transmission Emergency Declared,119,37784,1:10 AMJuly 032008,2008-07-03 01:10:00,2008-07-02 19:36:00
505,2008-07-02 20:00:00,RFC,Southeastern Michigan (DTE Service Territory),Thunderstorms,,56000,3:00 AMJuly 032008,2008-07-03 03:00:00,2008-07-02 20:00:00
506,2008-07-07 12:15:00,WECC,ISO Balancing Area,Heat Wave/Potential Fire Threat/Made Public Appeals,0,0,5:00 PMJuly 102008,2008-07-10 17:00:00,2008-07-07 12:15:00
507,2008-07-10 14:22:00,WECC,"San Francisco Bay Area, California",Unit Tripped,240,0,5:21 PMJuly 102008,2008-07-10 17:21:00,2008-07-10 14:22:00
508,2008-07-21 00:49:00,MRO,"Sioux City, Carroll, Des Moines, Iowa City, and Davenport Iowa, Rock Island, Moline, and Surrounding Area of Illinois",Storm,170,185000,6:00 PMJuly 222008,2008-07-22 18:00:00,2008-07-21 00:49:00
509,2008-07-22 03:00:00,RFC,Indiana,Severe Thunderstorms,,58000,7:32 PMJuly 242008,2008-07-24 19:32:00,2008-07-22 03:00:00
510,2008-07-22 03:00:00,RFC,Southwest Ohio,Severe Thunderstorms,,56000,3:30 AMJuly 232008,2008-07-23 03:30:00,2008-07-22 03:00:00
511,2008-07-22 14:00:00,SPP,Texas Panhandle and Southeastern New Mexico,Indequate Electric Resources to Serve Load/Public Appeal,,0,5:09 AMJuly 242008,2008-07-24 05:09:00,2008-07-22 14:00:00
512,2008-07-23 05:56:00,TRE,"Port Isabel, Harlingen, Weslaco, Pharr, San Benito, Mission, McAllen, Edinburg, Texas",Hurricane Dolly,703,211266,4:00 AMJuly 312008,2008-07-31 04:00:00,2008-07-23 05:56:00
513,2008-07-24 07:23:00,NPCC,"Bangor Hydro System, northern Maine",Electric System Separation/Severe Lightning Storms,180,110000,5:41 PMJuly 242008,2008-07-24 17:41:00,2008-07-24 07:23:00
514,2008-08-02 20:00:00,SERC,Georgia and Alabama,Severe Thunderstorms,400,131115,5:30 AMAugust 032008,2008-08-03 05:30:00,2008-08-02 20:00:00
515,2008-08-03 01:30:00,SERC,"Mississippi, Louisiana, Texas",Severe Thunderstorms,,59500,4:15 AMAugust 032008,2008-08-03 04:15:00,2008-08-03 01:30:00
516,2008-08-04 18:00:00,RFC,The ComEd Territory,Severe Weather,,653000,8:00 AMAugust 062008,2008-08-06 08:00:00,2008-08-04 18:00:00
517,2008-08-05 03:00:00,RFC,Northwest Indiana,Severe Storms,0,63000,9:50 AMAugust 052008,2008-08-05 09:50:00,2008-08-05 03:00:00
518,2008-08-09 12:00:00,SPP,Texas Panhandle and Eastern New Mexico,Declared Energy Emergency Alert 1/Made Public Appeals,0,0,8:46 PMAugust 092008,2008-08-09 20:46:00,2008-08-09 12:00:00
519,2008-08-15 12:52:00,WECC,Part of Seattle's Downtown,Made Public Appeals,100,8000,5:00 PMAugust 152008,2008-08-15 17:00:00,2008-08-15 12:52:00
520,2008-08-16 05:23:00,TRE,City of Lubbock,Lightning/Transmission Equipment Damage,153,71823,7:30 AMAugust 162008,2008-08-16 07:30:00,2008-08-16 05:23:00
521,2008-08-16 08:14:00,PR,Island of Puerto Rico,Shed Firm Load/Voltage Reduction,300,200000,3:00 PMAugust 162008,2008-08-16 15:00:00,2008-08-16 08:14:00
522,2008-08-18 19:22:00,PR,North Part of Island,Shed Firm Load,225,100000,6:44 PMAugust 192008,2008-08-19 18:44:00,2008-08-18 19:22:00
523,2008-08-19 09:29:00,FRCC,Florida,Tropical Storm Fay,,101950,10:00 PMAugust 222008,2008-08-22 22:00:00,2008-08-19 09:29:00
524,2008-08-21 19:00:00,FRCC,"Alachua, Bay, Brevard, Citrus, Columbia, Dixie, Flagler, Franklin, Gilchrist, Gulf, Hamilton, Hardee, Hernando, Highlands, Jefferson, Lafayette, Lake, Leon, Levy, Madison, Marion, Orange, Osceola, Pasco, Pinellas, Polk, Seminole, Sumter,  Suwannee, Taylor, Volusia and Wakulla Counties in Florida",Tropical Storm Fay,,430000,8:00 AMAugust 252008,2008-08-25 08:00:00,2008-08-21 19:00:00
525,2008-08-22 12:00:00,RFC,-,Fuel Supply Emergency-Low Coal Inventory Levels,0,0,12:00 PMAugust 232008,2008-08-23 12:00:00,2008-08-22 12:00:00
526,2008-08-24 04:30:00,SERC,Georgia and Alabama,Tropical Storm Fay,110,87390,2:00 PMAugust 242008,2008-08-24 14:00:00,2008-08-24 04:30:00
527,2008-08-31 07:30:00,SERC,"Plaquemine, Louisiana",Fuel Supply Curtailed,200,0,9:00 AMSeptember 192008,2008-09-19 09:00:00,2008-08-31 07:30:00
528,2008-08-31 19:00:00,SERC,"Louisiana, Mississippi, Arkansas",Hurricane Gustav,,964000,9:00 AMSeptember 032008,2008-09-03 09:00:00,2008-08-31 19:00:00
529,2008-09-01 10:30:00,SERC,Primarily South and Central Louisiana,Hurricane Gustav,400,150000,7:22 PMSeptember 132008,2008-09-13 19:22:00,2008-09-01 10:30:00
530,2008-09-01 11:45:00,SERC,"Bayou Division and North Lake Division, Louisiana",Hurricane Gustav,,246092,4:00 PMSeptember 102008,2008-09-10 16:00:00,2008-09-01 11:45:00
531,2008-09-06 07:45:00,SERC,Eastern North Carolina,Tropical Storm Hanna,,57000,10:30 AMSeptember 062008,2008-09-06 10:30:00,2008-09-06 07:45:00
532,2008-09-06 14:15:00,SERC,North East North Carolina and Virginia,Tropical Storm Hanna,220,64463,4:06 PMSeptember 062008,2008-09-06 16:06:00,2008-09-06 14:15:00
533,2008-09-08 22:03:00,WECC,A.D. Edmonston Pumping Plant,Fuel Supply Deficiency,300,0,12:28 AMSeptember 092008,2008-09-09 00:28:00,2008-09-08 22:03:00
534,2008-09-12 05:45:00,SERC,"Primarily Southeast Texas, Louisiana, and Arkansas",Hurricane Ike,,705000,1:00 PMSeptember 142008,2008-09-14 13:00:00,2008-09-12 05:45:00
535,2008-09-12 18:21:00,TRE,Greater Houston-Galveston Metro Area,Hurricane Ike,8087,2142678,11:59 PMOctober 012008,2008-10-01 23:59:00,2008-09-12 18:21:00
536,2008-09-12 18:21:00,TRE,Greater Houston Area-Eastern Region of ERCOT,Hurricane Ike,,2504366,11:59 PMOctober 012008,2008-10-01 23:59:00,2008-09-12 18:21:00
537,2008-09-12 20:00:00,TRE,Galveston and Brazoria Counties,Hurricane Ike,650,113247,7:00 PMSeptember 272008,2008-09-27 19:00:00,2008-09-12 20:00:00
538,2008-09-13 10:24:00,SERC,Southwest Louisiana,Hurricane Ike,40,50000,2:40 PMSeptember 272008,2008-09-27 14:40:00,2008-09-13 10:24:00
539,2008-09-13 12:00:00,TRE,"North, Central and East Texas",Hurricane Ike,,238392,8:00 AMSeptember 152008,2008-09-15 08:00:00,2008-09-13 12:00:00
540,2008-09-13 16:00:00,SPP,Texas and Louisana,Hurricane Ike,,184501,7:44 PMSeptember 162008,2008-09-16 19:44:00,2008-09-13 16:00:00
541,2008-09-14 06:30:00,RFC,"Ohio, Kentucky, Indiana",Tropical Depression Ike,,875000,2:38 PMSeptember 142008,2008-09-14 14:38:00,2008-09-14 06:30:00
542,2008-09-14 07:30:00,MRO,Missouri and Illinois,Hurricane Ike,,107000,3:00 PMSeptember 182008,2008-09-18 15:00:00,2008-09-14 07:30:00
543,2008-09-14 10:01:00,RFC,"City of Owensboro, Kentucky",High Winds,70,18000,5:00 PMSeptember 212008,2008-09-21 17:00:00,2008-09-14 10:01:00
544,2008-09-14 11:30:00,RFC,State of Kentucky,Tropical Depression Ike,,375000,4:30 PMSeptember 142008,2008-09-14 16:30:00,2008-09-14 11:30:00
545,2008-09-14 14:00:00,RFC,Dayton Ohio Area,Hurricane Ike,1000,95000,12:00 PMSeptember 172008,2008-09-17 12:00:00,2008-09-14 14:00:00
546,2008-09-14 16:00:00,RFC,"Northern Indiana, Central and Central Southern Ohio",Wind Storm,,650000,11:00 PMSeptember 202008,2008-09-20 23:00:00,2008-09-14 16:00:00
547,2008-09-14 17:00:00,RFC,Western Pennsylvania,Wind Storm,72,124596,12:38 PMSeptember 192008,2008-09-19 12:38:00,2008-09-14 17:00:00
548,2008-09-14 17:00:00,RFC,"Southern, Eastern, and Central Ohio",Wind Storm,469,564728,5:11 PMSeptember 222008,2008-09-22 17:11:00,2008-09-14 17:00:00
549,2008-09-14 17:00:00,RFC,Northeast Ohio,Wind Storm,430,245164,3:20 AMSeptember 222008,2008-09-22 03:20:00,2008-09-14 17:00:00
550,2008-09-14 19:00:00,RFC,Allegheny and Beaver Counties in Pennsylvania,Tropical Depression Ike,600,105000,11:59 PMSeptember 142008,2008-09-14 23:59:00,2008-09-14 19:00:00
551,2008-09-15 00:37:00,RFC,Western Pennsylvania,Tropical Depression Ike,546,160875,4:30 PMSeptember 192008,2008-09-19 16:30:00,2008-09-15 00:37:00
552,2008-09-22 17:49:00,PR,Island of Puerto Rico,Shed Firm Load,125,43600,6:39 AMSeptember 222008,2008-09-22 06:39:00,2008-09-22 17:49:00
553,2008-09-30 14:02:00,WECC,"Plumas County, California",Electrical System Separation,30,10000,2:05 PMSeptember 302008,2008-09-30 14:05:00,2008-09-30 14:02:00
554,2008-10-02 14:50:00,SERC,Louisiana,Load Shedding,200,0,9:50 AMOctober 022008,2008-10-02 09:50:00,2008-10-02 14:50:00
555,2008-10-25 23:00:00,NPCC,Connecticut,Severe Storm,,52000,7:00 AMOctober 272008,2008-10-27 07:00:00,2008-10-25 23:00:00
556,2008-11-07 11:13:00,WECC,Goleta and Santa Barbara Areas of Southern California,Load Shedding,250,140000,11:54 AMNovember 072008,2008-11-07 11:54:00,2008-11-07 11:13:00
557,2008-11-07 11:15:00,WECC,Southern California,Load Shedding,430,400000,11:54 AMNovember 072008,2008-11-07 11:54:00,2008-11-07 11:15:00
558,2008-11-11 08:30:00,PR,Island of Puerto Rico,Shed Firm Load,250,261000,12:19 AMNovember 112008,2008-11-11 00:19:00,2008-11-11 08:30:00
559,2008-11-15 09:39:00,WECC,City of Los Angeles,Brush Fire/Shed Firm Load,211,115500,10:10 AMNovember 152008,2008-11-15 10:10:00,2008-11-15 09:39:00
560,2008-12-02 04:30:00,Other,"St. Louis, Missouri",Fire/Load Shedding,135,53000,7:00 AMDecember 022008,2008-12-02 07:00:00,2008-12-02 04:30:00
561,2008-12-09 17:27:00,RFC,Central New Jersey,Lines Loss/Transmission,438,156729,4:12 AMDecember 102008,2008-12-10 04:12:00,2008-12-09 17:27:00
562,2008-12-10 17:09:00,WECC,Southern Oregon,Equipment Failure/Made Public Appeal,32,3,8:29 PMDecember 102008,2008-12-10 20:29:00,2008-12-10 17:09:00
563,2008-12-11 09:00:00,SERC,"Southern Louisiana, Southern and Central Mississippi",Snow Storm,,91300,11:59 PMDecember 132008,2008-12-13 23:59:00,2008-12-11 09:00:00
564,2008-12-11 18:00:00,NPCC,Northern Dutchess County and Western Ulster County in the Mid-Hudson Region of New York State,Ice Storm,,60000,12:00 AMDecember 152008,2008-12-15 00:00:00,2008-12-11 18:00:00
565,2008-12-12 01:00:00,NPCC,New England,Ice Storm,,970000,12:00 AMDecember 222008,2008-12-22 00:00:00,2008-12-12 01:00:00
566,2008-12-12 02:38:00,NPCC,Eastern New York,Ice Storm,200,190000,1:24 PMDecember 192008,2008-12-19 13:24:00,2008-12-12 02:38:00
567,2008-12-12 08:45:00,NPCC,Southern and Central Maine,Ice Storm,,169757,9:52 AMDecember 142008,2008-12-14 09:52:00,2008-12-12 08:45:00
568,2008-12-13 15:30:00,WECC,Humboldt Area of California,Declared Stage 1 Electric Emergency/Made Public Appeal,5,0,9:17 AMDecember 212008,2008-12-21 09:17:00,2008-12-13 15:30:00
569,2008-12-19 01:02:00,WECC,"East of Oroville, California",Electrical System Separation,1,638,6:17 AMDecember 192008,2008-12-19 06:17:00,2008-12-19 01:02:00
570,2008-12-19 08:30:00,RFC,"Indiana, Michigan and Northwest Ohio",Ice Storm,,140000,12:00 PMDecember 222008,2008-12-22 12:00:00,2008-12-19 08:30:00
571,2008-12-19 09:00:00,RFC,Northwest Indiana,Ice Storm,,50000,8:20 AMDecember 202008,2008-12-20 08:20:00,2008-12-19 09:00:00
572,2008-12-26 11:40:00,WECC,"Orangevale Area of Sacramento, California",Load Shedding,110,50000,3:34 PMDecember 262008,2008-12-26 15:34:00,2008-12-26 11:40:00
573,2008-12-26 18:13:00,Other,"Island of Oahu, Hawaii",Lightning,1060,294000,5:00 PMDecember 272008,2008-12-27 17:00:00,2008-12-26 18:13:00
